* This data was exported from the Dayton Audio Test System: DATS
*
* Piston Diameter = 25.4 mm
* f(s)= 100.4 Hz
* R(e)= 5.344 Ohms
* Z(max)= 60.55 Ohms
* Q(ms)= 11.54
* Q(es)= 1.117
* Q(ts)= 1.019
* V(as)= 0.006254 liters     (0.00022 cubic feet)
* L(e)= 0.6198 mH
* n(0)= 0.000541 %
* SPL= 59.43 1W/1m
* M(ms)= 14.48 grams
* C(ms)= 0.173 mm/N
* BL= 6.611 
* K(r)= 0.03647 
* X(r)= 0.5586 
* K(i)= 0.009742 
* X(i)= 0.715 
*
*
Freq            Impedance       Phase
1.029    	5.360    	0.979    
1.059    	5.360    	0.979    
1.091    	5.360    	0.979    
1.122    	5.360    	0.979    
1.155    	5.360    	0.979    
1.189    	5.360    	0.979    
1.224    	5.360    	0.979    
1.260    	5.360    	0.979    
1.297    	5.360    	0.979    
1.335    	5.359    	0.996    
1.374    	5.359    	0.996    
1.414    	5.359    	0.996    
1.456    	5.359    	0.996    
1.498    	5.359    	0.996    
1.542    	5.359    	0.996    
1.587    	5.359    	0.996    
1.634    	5.359    	0.996    
1.682    	5.354    	1.056    
1.731    	5.354    	1.056    
1.782    	5.354    	1.056    
1.834    	5.354    	1.056    
1.888    	5.354    	1.056    
1.943    	5.354    	1.056    
2.000    	5.352    	1.128    
2.059    	5.352    	1.128    
2.119    	5.352    	1.128    
2.181    	5.352    	1.128    
2.245    	5.352    	1.128    
2.311    	5.352    	1.128    
2.378    	5.353    	1.220    
2.448    	5.353    	1.220    
2.520    	5.353    	1.220    
2.594    	5.353    	1.220    
2.670    	5.357    	1.373    
2.748    	5.357    	1.373    
2.828    	5.357    	1.373    
2.911    	5.357    	1.373    
2.997    	5.355    	1.582    
3.084    	5.355    	1.582    
3.175    	5.355    	1.582    
3.268    	5.355    	1.582    
3.364    	5.359    	1.816    
3.462    	5.359    	1.816    
3.564    	5.359    	1.816    
3.668    	5.360    	2.058    
3.775    	5.360    	2.058    
3.886    	5.360    	2.058    
4.000    	5.368    	2.301    
4.117    	5.368    	2.301    
4.238    	5.368    	2.301    
4.362    	5.352    	2.545    
4.490    	5.352    	2.545    
4.621    	5.352    	2.545    
4.757    	5.335    	2.776    
4.896    	5.335    	2.776    
5.040    	5.333    	2.986    
5.187    	5.333    	2.986    
5.339    	5.341    	3.186    
5.496    	5.341    	3.186    
5.657    	5.351    	3.374    
5.823    	5.351    	3.374    
5.993    	5.360    	3.542    
6.169    	5.360    	3.542    
6.350    	5.375    	3.704    
6.536    	5.375    	3.704    
6.727    	5.392    	3.878    
6.924    	5.392    	3.878    
7.127    	5.403    	4.066    
7.336    	5.410    	4.254    
7.551    	5.410    	4.254    
7.772    	5.411    	4.440    
8.000    	5.403    	4.636    
8.234    	5.403    	4.636    
8.476    	5.392    	4.849    
8.724    	5.386    	5.068    
8.980    	5.387    	5.277    
9.243    	5.387    	5.277    
9.514    	5.396    	5.477    
9.792    	5.409    	5.670    
10.079    	5.418    	5.855    
10.375    	5.423    	6.029    
10.679    	5.430    	6.187    
10.992    	5.438    	6.340    
11.314    	5.440    	6.502    
11.645    	5.439    	6.676    
11.986    	5.437    	6.861    
12.338    	5.437    	7.060    
12.699    	5.435    	7.279    
13.071    	5.433    	7.516    
13.454    	5.435    	7.754    
13.849    	5.442    	7.976    
14.254    	5.453    	8.177    
14.672    	5.468    	8.444    
15.102    	5.481    	8.689    
15.545    	5.488    	8.840    
16.000    	5.489    	9.071    
16.469    	5.485    	9.340    
16.951    	5.485    	9.646    
17.448    	5.489    	9.972    
17.959    	5.495    	10.318    
18.486    	5.506    	10.644    
19.027    	5.524    	10.941    
19.585    	5.537    	11.319    
20.159    	5.546    	11.570    
20.749    	5.556    	11.819    
21.357    	5.567    	12.175    
21.983    	5.575    	12.558    
22.627    	5.581    	12.991    
23.290    	5.590    	13.428    
23.973    	5.605    	13.865    
24.675    	5.624    	14.282    
25.398    	5.628    	14.689    
26.143    	5.652    	15.099    
26.909    	5.682    	15.574    
27.697    	5.696    	16.043    
28.509    	5.708    	16.420    
29.344    	5.723    	16.922    
30.204    	5.745    	17.573    
31.089    	5.774    	18.135    
32.000    	5.807    	18.732    
32.938    	5.842    	19.314    
33.903    	5.879    	19.907    
34.896    	5.907    	20.516    
35.919    	5.934    	21.166    
36.971    	5.961    	21.872    
38.055    	6.000    	22.636    
39.170    	6.061    	23.475    
40.317    	6.123    	24.201    
41.499    	6.176    	24.859    
42.715    	6.214    	25.494    
43.967    	6.258    	26.419    
45.255    	6.335    	27.503    
46.581    	6.427    	28.568    
47.946    	6.526    	29.508    
49.351    	6.611    	30.250    
50.797    	6.709    	31.251    
52.285    	6.799    	32.511    
53.817    	6.919    	34.001    
55.394    	7.107    	35.578    
57.018    	7.297    	36.557    
58.688    	7.470    	37.391    
60.408    	7.661    	38.557    
62.178    	7.859    	40.097    
64.000    	8.085    	41.936    
65.875    	8.441    	43.985    
67.806    	8.883    	45.603    
69.792    	9.370    	46.915    
71.838    	9.850    	48.056    
73.943    	10.319    	49.664    
76.109    	10.994    	52.043    
78.339    	12.023    	54.943    
80.635    	13.569    	57.741    
82.998    	15.637    	59.401    
85.430    	18.400    	59.708    
87.933    	22.352    	57.928    
90.510    	27.555    	54.228    
93.162    	34.511    	47.975    
95.892    	45.617    	35.183    
98.701    	57.162    	13.420    
101.594    	57.915    	-17.043    
104.571    	43.406    	-43.035    
107.635    	30.113    	-52.271    
110.789    	22.850    	-54.027    
114.035    	18.496    	-54.350    
117.377    	15.730    	-53.719    
