x-axis,2,3
second,Volt,Volt
-12.200E-03,,
-12.100E-03,-16.457E-03,-26.759E-03
-12.000E-03,-16.457E-03,-26.759E-03
-11.900E-03,-16.457E-03,+7.161E-03
-11.800E-03,-16.457E-03,-26.759E-03
-11.700E-03,-16.457E-03,-26.759E-03
-11.600E-03,-126E-06,-26.759E-03
-11.500E-03,-10.176E-03,-60.678E-03
-11.400E-03,-16.457E-03,-26.759E-03
-11.300E-03,-16.457E-03,-26.759E-03
-11.200E-03,-16.457E-03,-50.628E-03
-11.100E-03,-10.176E-03,-26.759E-03
-11.000E-03,-16.457E-03,-26.759E-03
-10.900E-03,-2.638E-03,-53.141E-03
-10.800E-03,-16.457E-03,-26.759E-03
-10.700E-03,-16.457E-03,-60.678E-03
-10.600E-03,-12.688E-03,-26.759E-03
-10.500E-03,-2.638E-03,-26.759E-03
-10.400E-03,-16.457E-03,-26.759E-03
-10.300E-03,-16.457E-03,-26.759E-03
-10.200E-03,-16.457E-03,-26.759E-03
-10.100E-03,+9.925E-03,-26.759E-03
-10.000E-03,-16.457E-03,-26.759E-03
-9.900E-03,-16.457E-03,-26.759E-03
-9.800E-03,-16.457E-03,-26.759E-03
-9.700E-03,-16.457E-03,-26.759E-03
-9.600E-03,+23.744E-03,-26.759E-03
-9.500E-03,-16.457E-03,-26.759E-03
-9.400E-03,-12.688E-03,-26.759E-03
-9.300E-03,-16.457E-03,-26.759E-03
-9.200E-03,+7.412E-03,-26.759E-03
-9.100E-03,-16.457E-03,-26.759E-03
-9.000E-03,-16.457E-03,-26.759E-03
-8.900E-03,-16.457E-03,-26.759E-03
-8.800E-03,-16.457E-03,-26.759E-03
-8.700E-03,+17.462E-03,-26.759E-03
-8.600E-03,-16.457E-03,-26.759E-03
-8.500E-03,-16.457E-03,-26.759E-03
-8.400E-03,-16.457E-03,-43.090E-03
-8.300E-03,-16.457E-03,-26.759E-03
-8.200E-03,-12.688E-03,-26.759E-03
-8.100E-03,-16.457E-03,-26.759E-03
-8.000E-03,+7.412E-03,-26.759E-03
-7.900E-03,-16.457E-03,-26.759E-03
-7.800E-03,-16.457E-03,-26.759E-03
-7.700E-03,-16.457E-03,-40.578E-03
-7.600E-03,+7.412E-03,-26.759E-03
-7.500E-03,+23.744E-03,-26.759E-03
-7.400E-03,-16.457E-03,-66.960E-03
-7.300E-03,-2.638E-03,-26.759E-03
-7.200E-03,-126E-06,-26.759E-03
-7.100E-03,-10.176E-03,-26.759E-03
-7.000E-03,-16.457E-03,-66.960E-03
-6.900E-03,-16.457E-03,-26.759E-03
-6.800E-03,-16.457E-03,-26.759E-03
-6.700E-03,+17.462E-03,-26.759E-03
-6.600E-03,-16.457E-03,-66.960E-03
-6.500E-03,-16.457E-03,-26.759E-03
-6.400E-03,-16.457E-03,-50.628E-03
-6.300E-03,-16.457E-03,-26.759E-03
-6.200E-03,+19.975E-03,-26.759E-03
-6.100E-03,-2.638E-03,-26.759E-03
-6.000E-03,-16.457E-03,-26.759E-03
-5.900E-03,-16.457E-03,-26.759E-03
-5.800E-03,-16.457E-03,-30.528E-03
-5.700E-03,-16.457E-03,-26.759E-03
-5.600E-03,-126E-06,-26.759E-03
-5.500E-03,-16.457E-03,-26.759E-03
-5.400E-03,-16.457E-03,-26.759E-03
-5.300E-03,-16.457E-03,-26.759E-03
-5.200E-03,-126E-06,-26.759E-03
-5.100E-03,-16.457E-03,-26.759E-03
-5.000E-03,-16.457E-03,-26.759E-03
-4.900E-03,-16.457E-03,-26.759E-03
-4.800E-03,-16.457E-03,-26.759E-03
-4.700E-03,-16.457E-03,-26.759E-03
-4.600E-03,-16.457E-03,-26.759E-03
-4.500E-03,-16.457E-03,-26.759E-03
-4.400E-03,-16.457E-03,-26.759E-03
-4.300E-03,-16.457E-03,-26.759E-03
-4.200E-03,-16.457E-03,-63.191E-03
-4.100E-03,+9.925E-03,-40.578E-03
-4.000E-03,-16.457E-03,-26.759E-03
-3.900E-03,-10.176E-03,-60.678E-03
-3.800E-03,-16.457E-03,-26.759E-03
-3.700E-03,-16.457E-03,-40.578E-03
-3.600E-03,-16.457E-03,-26.759E-03
-3.500E-03,+17.462E-03,-26.759E-03
-3.400E-03,-16.457E-03,-26.759E-03
-3.300E-03,-16.457E-03,-26.759E-03
-3.200E-03,-16.457E-03,-50.628E-03
-3.100E-03,-16.457E-03,-26.759E-03
-3.000E-03,-16.457E-03,-63.191E-03
-2.900E-03,+9.925E-03,-26.759E-03
-2.800E-03,-126E-06,-26.759E-03
-2.700E-03,-16.457E-03,-26.759E-03
-2.600E-03,+23.744E-03,-26.759E-03
-2.500E-03,-16.457E-03,-26.759E-03
-2.400E-03,-16.457E-03,-26.759E-03
-2.300E-03,-16.457E-03,-26.759E-03
-2.200E-03,-16.457E-03,-26.759E-03
-2.100E-03,+23.744E-03,-377E-06
-2.000E-03,-126E-06,-26.759E-03
-1.900E-03,-16.457E-03,-26.759E-03
-1.800E-03,-16.457E-03,-26.759E-03
-1.700E-03,-16.457E-03,-53.141E-03
-1.600E-03,-16.457E-03,-26.759E-03
-1.500E-03,+17.462E-03,-33.040E-03
-1.400E-03,-16.457E-03,-227.764E-03
-1.300E-03,-2.638E-03,-187.563E-03
-1.200E-03,+7.412E-03,-227.764E-03
-1.100E-03,+23.744E-03,-388.568E-03
-1.000E-03,+23.744E-03,-428.769E-03
-900E-06,+37.563E-03,-388.568E-03
-800E-06,+63.945E-03,-509.171E-03
-700E-06,+63.945E-03,-750.377E-03
-600E-06,+104.146E-03,-790.578E-03
-500E-06,+104.146E-03,-683.794E-03
-400E-06,+144.347E-03,-830.779E-03
-300E-06,+184.548E-03,-1.025502E+00
-200E-06,+224.749E-03,-1.112186E+00
-100E-06,+251.131E-03,-1.152387E+00
-0.0E+00,+264.950E-03,-1.232789E+00
+100E-06,+305.151E-03,-1.232789E+00
+200E-06,+385.553E-03,-1.192588E+00
+300E-06,+385.553E-03,-1.272990E+00
+400E-06,+465.955E-03,-1.393593E+00
+500E-06,+506.156E-03,-1.427513E+00
+600E-06,+546.357E-03,-1.272990E+00
+700E-06,+586.558E-03,-1.299372E+00
+800E-06,+643.091E-03,-1.313191E+00
+900E-06,+707.161E-03,-1.306910E+00
+1.000E-03,+747.362E-03,-1.272990E+00
+1.100E-03,+801.382E-03,-1.313191E+00
+1.200E-03,+867.965E-03,-1.272990E+00
+1.300E-03,+908.166E-03,-1.158668E+00
+1.400E-03,+948.367E-03,-1.075754E+00
+1.500E-03,+1.028769E+00,-1.112186E+00
+1.600E-03,+1.068970E+00,-1.112186E+00
+1.700E-03,+1.109171E+00,-1.031784E+00
+1.800E-03,+1.149372E+00,-907.412E-03
+1.900E-03,+1.189573E+00,-857.161E-03
+2.000E-03,+1.229774E+00,-790.578E-03
+2.100E-03,+1.269975E+00,-669.975E-03
+2.200E-03,+1.273744E+00,-593.342E-03
+2.300E-03,+1.310176E+00,-563.191E-03
+2.400E-03,+1.350377E+00,-428.769E-03
+2.500E-03,+1.350377E+00,-308.166E-03
+2.600E-03,+1.390578E+00,-227.764E-03
+2.700E-03,+1.390578E+00,-187.563E-03
+2.800E-03,+1.390578E+00,-107.161E-03
+2.900E-03,+1.396859E+00,+47.362E-03
+3.000E-03,+1.394347E+00,+134.045E-03
+3.100E-03,+1.390578E+00,+214.447E-03
+3.200E-03,+1.390578E+00,+318.719E-03
+3.300E-03,+1.390578E+00,+415.452E-03
+3.400E-03,+1.390578E+00,+455.653E-03
+3.500E-03,+1.350377E+00,+536.055E-03
+3.600E-03,+1.326508E+00,+632.789E-03
+3.700E-03,+1.276256E+00,+737.060E-03
+3.800E-03,+1.269975E+00,+817.462E-03
+3.900E-03,+1.229774E+00,+857.663E-03
+4.000E-03,+1.189573E+00,+954.397E-03
+4.100E-03,+1.155653E+00,+1.018467E+00
+4.200E-03,+1.109171E+00,+1.058668E+00
+4.300E-03,+1.068970E+00,+1.139070E+00
+4.400E-03,+1.028769E+00,+1.219472E+00
+4.500E-03,+954.648E-03,+1.259673E+00
+4.600E-03,+908.166E-03,+1.299874E+00
+4.700E-03,+867.965E-03,+1.299874E+00
+4.800E-03,+803.895E-03,+1.340075E+00
+4.900E-03,+747.362E-03,+1.380276E+00
+5.000E-03,+707.161E-03,+1.460678E+00
+5.100E-03,+640.578E-03,+1.500879E+00
+5.200E-03,+570.226E-03,+1.517211E+00
+5.300E-03,+506.156E-03,+1.466960E+00
+5.400E-03,+465.955E-03,+1.384045E+00
+5.500E-03,+385.553E-03,+1.420477E+00
+5.600E-03,+321.483E-03,+1.500879E+00
+5.700E-03,+264.950E-03,+1.460678E+00
+5.800E-03,+224.749E-03,+1.420477E+00
+5.900E-03,+144.347E-03,+1.353894E+00
+6.000E-03,+104.146E-03,+1.340075E+00
+6.100E-03,+57.663E-03,+1.299874E+00
+6.200E-03,-16.457E-03,+1.299874E+00
+6.300E-03,-56.658E-03,+1.299874E+00
+6.400E-03,-96.859E-03,+1.259673E+00
+6.500E-03,-143.342E-03,+1.179271E+00
+6.600E-03,-181.030E-03,+1.139070E+00
+6.700E-03,-257.663E-03,+1.098869E+00
+6.800E-03,-273.995E-03,+1.075000E+00
+6.900E-03,-338.065E-03,+1.024749E+00
+7.000E-03,-378.266E-03,+978.266E-03
+7.100E-03,-418.467E-03,+938.065E-03
+7.200E-03,-418.467E-03,+873.995E-03
+7.300E-03,-458.668E-03,+817.462E-03
+7.400E-03,-498.869E-03,+777.261E-03
+7.500E-03,-539.070E-03,+763.442E-03
+7.600E-03,-539.070E-03,+720.729E-03
+7.700E-03,-579.271E-03,+656.658E-03
+7.800E-03,-615.703E-03,+616.457E-03
+7.900E-03,-619.472E-03,+576.256E-03
+8.000E-03,-619.472E-03,+519.724E-03
+8.100E-03,-659.673E-03,+495.854E-03
+8.200E-03,-696.105E-03,+492.085E-03
+8.300E-03,-699.874E-03,+455.653E-03
+8.400E-03,-699.874E-03,+391.583E-03
+8.500E-03,-699.874E-03,+335.050E-03
+8.600E-03,-740.075E-03,+335.050E-03
+8.700E-03,-740.075E-03,+335.050E-03
+8.800E-03,-740.075E-03,+294.849E-03
+8.900E-03,-746.357E-03,+254.648E-03
+9.000E-03,-780.276E-03,+218.216E-03
+9.100E-03,-753.894E-03,+214.447E-03
+9.200E-03,-780.276E-03,+174.246E-03
+9.300E-03,-780.276E-03,+174.246E-03
+9.400E-03,-784.045E-03,+174.246E-03
+9.500E-03,-780.276E-03,+107.663E-03
+9.600E-03,-820.477E-03,+93.844E-03
+9.700E-03,-820.477E-03,+53.643E-03
+9.800E-03,-820.477E-03,+53.643E-03
